NombreDepartamento,mpio_cdpmp,NombreEntidad,Población,Año
Antioquia,05000,Antioquia,6221817.0,2012
Antioquia,05001,Medellín,2393011.0,2012
Antioquia,05002,Abejorral,19570.0,2012
Antioquia,05004,Abriaquí,2290.0,2012
Antioquia,05021,Alejandría,3575.0,2012
Antioquia,05030,Amagá,28897.0,2012
Antioquia,05031,Amalfi,21615.0,2012
Antioquia,05034,Andes,44573.0,2012
Antioquia,05036,Angelópolis,8551.0,2012
Antioquia,05038,Angostura,11695.0,2012
Antioquia,05040,Anorí,16447.0,2012
Antioquia,05042,Santafé de Antioquia,24025.0,2012
Antioquia,05044,Anza,7529.0,2012
Antioquia,05045,Apartadó,162914.0,2012
Antioquia,05051,Arboletes,37124.0,2012
Antioquia,05055,Argelia,9108.0,2012
Antioquia,05059,Armenia,4484.0,2012
Antioquia,05079,Barbosa,47722.0,2012
Antioquia,05086,Belmira,6590.0,2012
Antioquia,05088,Bello,430034.0,2012
Antioquia,05091,Betania,9586.0,2012
Antioquia,05093,Betulia,17317.0,2012
Antioquia,05101,Ciudad Bolívar,27458.0,2012
Antioquia,05107,Briceño,8728.0,2012
Antioquia,05113,Buriticá,6716.0,2012
Antioquia,05120,Cáceres,34865.0,2012
Antioquia,05125,Caicedo,8050.0,2012
Antioquia,05129,Caldas,75033.0,2012
Antioquia,05134,Campamento,9270.0,2012
Antioquia,05138,Cañasgordas,16793.0,2012
Antioquia,05142,Caracolí,4671.0,2012
Antioquia,05145,Caramanta,5410.0,2012
Antioquia,05147,Carepa,51710.0,2012
Antioquia,05148,El Carmen de Viboral,44992.0,2012
Antioquia,05150,Carolina,3734.0,2012
Antioquia,05154,Caucasia,104318.0,2012
Antioquia,05172,Chigorodó,70648.0,2012
Antioquia,05190,Cisneros,9247.0,2012
Antioquia,05197,Cocorná,15013.0,2012
Antioquia,05206,Concepción,3756.0,2012
Antioquia,05209,Concordia,20922.0,2012
Antioquia,05212,Copacabana,67549.0,2012
Antioquia,05234,Dabeiba,23643.0,2012
Antioquia,05237,Don Matías,20828.0,2012
Antioquia,05240,Ebéjico,12516.0,2012
Antioquia,05250,El Bagre,48568.0,2012
Antioquia,05264,Entrerrios,9501.0,2012
Antioquia,05266,Envigado,207290.0,2012
Antioquia,05282,Fredonia,21936.0,2012
Antioquia,05284,Frontino,17587.0,2012
Antioquia,05306,Giraldo,4077.0,2012
Antioquia,05308,Girardota,50583.0,2012
Antioquia,05310,Gómez Plata,12353.0,2012
Antioquia,05313,Granada,9838.0,2012
Antioquia,05315,Guadalupe,6281.0,2012
Antioquia,05318,Guarne,45253.0,2012
Antioquia,05321,Guatapé,5458.0,2012
Antioquia,05347,Heliconia,6138.0,2012
Antioquia,05353,Hispania,4854.0,2012
Antioquia,05360,Itagui,258520.0,2012
Antioquia,05361,Ituango,22148.0,2012
Antioquia,05364,Jardín,13971.0,2012
Antioquia,05368,Jericó,12324.0,2012
Antioquia,05376,La Ceja,50805.0,2012
Antioquia,05380,La Estrella,59400.0,2012
Antioquia,05390,La Pintada,6720.0,2012
Antioquia,05400,La Unión,18793.0,2012
Antioquia,05411,Liborina,9507.0,2012
Antioquia,05425,Maceo,7102.0,2012
Antioquia,05440,Marinilla,50955.0,2012
Antioquia,05467,Montebello,6578.0,2012
Antioquia,05475,Murindó,4315.0,2012
Antioquia,05480,Mutatá,19284.0,2012
Antioquia,05483,Nariño,16730.0,2012
Antioquia,05490,Necoclí,57728.0,2012
Antioquia,05495,Nechí,24703.0,2012
Antioquia,05501,Olaya,3132.0,2012
Antioquia,05541,Peñol,16020.0,2012
Antioquia,05543,Peque,10536.0,2012
Antioquia,05576,Pueblorrico,7402.0,2012
Antioquia,05579,Puerto Berrío,44431.0,2012
Antioquia,05585,Puerto Nare,18103.0,2012
Antioquia,05591,Puerto Triunfo,18872.0,2012
Antioquia,05604,Remedios,27172.0,2012
Antioquia,05607,Retiro,18502.0,2012
Antioquia,05615,Rionegro,114299.0,2012
Antioquia,05628,Sabanalarga,8191.0,2012
Antioquia,05631,Sabaneta,49727.0,2012
Antioquia,05642,Salgar,17804.0,2012
Antioquia,05647,San Andrés de Cuerquía,6556.0,2012
Antioquia,05649,San Carlos,15976.0,2012
Antioquia,05652,San Francisco,5625.0,2012
Antioquia,05656,San Jerónimo,12369.0,2012
Antioquia,05658,San José de La Montaña,3250.0,2012
Antioquia,05659,San Juan de Urabá,23801.0,2012
Antioquia,05660,San Luis,10964.0,2012
Antioquia,05664,San Pedro,25211.0,2012
Antioquia,05665,San Pedro de Uraba,30536.0,2012
Antioquia,05667,San Rafael,13127.0,2012
Antioquia,05670,San Roque,17214.0,2012
Antioquia,05674,San Vicente,17877.0,2012
Antioquia,05679,Santa Bárbara,22556.0,2012
Antioquia,05686,Santa Rosa de Osos,34295.0,2012
Antioquia,05690,Santo Domingo,10759.0,2012
Antioquia,05697,El Santuario,26910.0,2012
Antioquia,05736,Segovia,38661.0,2012
Antioquia,05756,Sonson,36445.0,2012
Antioquia,05761,Sopetrán,14327.0,2012
Antioquia,05789,Támesis,15218.0,2012
Antioquia,05790,Tarazá,39257.0,2012
Antioquia,05792,Tarso,7542.0,2012
Antioquia,05809,Titiribí,14092.0,2012
Antioquia,05819,Toledo,6144.0,2012
Antioquia,05837,Turbo,147243.0,2012
Antioquia,05842,Uramita,8261.0,2012
Antioquia,05847,Urrao,42847.0,2012
Antioquia,05854,Valdivia,20564.0,2012
Antioquia,05856,Valparaíso,6227.0,2012
Antioquia,05858,Vegachí,9966.0,2012
Antioquia,05861,Venecia,13314.0,2012
Antioquia,05873,Vigía del Fuerte,5543.0,2012
Antioquia,05885,Yalí,8098.0,2012
Antioquia,05887,Yarumal,45177.0,2012
Antioquia,05890,Yolombó,22730.0,2012
Antioquia,05893,Yondó,17503.0,2012
Antioquia,05895,Zaragoza,29614.0,2012
Atlántico,08000,Atlántico,9944895.0,2012
Atlántico,08001,Barranquilla,1200513.0,2012
Atlántico,08078,Baranoa,56031.0,2012
Atlántico,08137,Campo de La Cruz,16911.0,2012
Atlántico,08141,Candelaria,12373.0,2012
Atlántico,08296,Galapa,39300.0,2012
Atlántico,08372,Juan de Acosta,16130.0,2012
Atlántico,08421,Luruaco,25862.0,2012
Atlántico,08433,Malambo,115274.0,2012
Atlántico,08436,Manatí,15141.0,2012
Atlántico,08520,Palmar de Varela,24872.0,2012
Atlántico,08549,Piojó,5104.0,2012
Atlántico,08558,Polonuevo,14889.0,2012
Atlántico,08560,Ponedera,21253.0,2012
Atlántico,08573,Puerto Colombia,27393.0,2012
Atlántico,08606,Repelón,25083.0,2012
Atlántico,08634,Sabanagrande,29707.0,2012
Atlántico,08638,Sabanalarga,94837.0,2012
Atlántico,08675,Santa Lucía,11867.0,2012
Atlántico,08685,Santo Tomás,24934.0,2012
Atlántico,08758,Soledad,566784.0,2012
Atlántico,08770,Suan,9057.0,2012
Atlántico,08832,Tubará,11003.0,2012
Atlántico,08849,Usiacurí,9232.0,2012
BOGOTÁ D.C.,11001,BOGOTÁ D.C.,7571345.0,2012
Bolívar,13000,Bolívar,9944895.0,2012
Bolívar,13001,Cartagena,967103.0,2012
Bolívar,13006,Achí,21913.0,2012
Bolívar,13030,Altos del Rosario,12909.0,2012
Bolívar,13042,Arenal,17704.0,2012
Bolívar,13052,Arjona,68583.0,2012
Bolívar,13062,Arroyohondo,9534.0,2012
Bolívar,13074,Barranco de Loba,16873.0,2012
Bolívar,13140,Calamar,22436.0,2012
Bolívar,13160,Cantagallo,8765.0,2012
Bolívar,13188,Cicuco,11085.0,2012
Bolívar,13212,Córdoba,12573.0,2012
Bolívar,13222,Clemencia,12250.0,2012
Bolívar,13244,El Carmen de Bolívar,72650.0,2012
Bolívar,13248,El Guamo,7751.0,2012
Bolívar,13268,El Peñón,8914.0,2012
Bolívar,13300,Hatillo de Loba,11788.0,2012
Bolívar,13430,Magangué,123312.0,2012
Bolívar,13433,Mahates,24838.0,2012
Bolívar,13440,Margarita,9656.0,2012
Bolívar,13442,María La Baja,47089.0,2012
Bolívar,13458,Montecristo,19795.0,2012
Bolívar,13468,Mompós,43187.0,2012
Bolívar,13473,Morales,20278.0,2012
Bolívar,13490,Norosí,5299.0,2012
Bolívar,13549,Pinillos,24179.0,2012
Bolívar,13580,Regidor,9937.0,2012
Bolívar,13600,Río Viejo,17242.0,2012
Bolívar,13620,San Cristóbal,6623.0,2012
Bolívar,13647,San Estanislao,15936.0,2012
Bolívar,13650,San Fernando,13466.0,2012
Bolívar,13654,San Jacinto,21469.0,2012
Bolívar,13655,San Jacinto del Cauca,12584.0,2012
Bolívar,13657,San Juan Nepomuceno,33122.0,2012
Bolívar,13667,San Martín de Loba,16203.0,2012
Bolívar,13670,San Pablo,31197.0,2012
Bolívar,13673,Santa Catalina,12790.0,2012
Bolívar,13683,Santa Rosa,21142.0,2012
Bolívar,13688,Santa Rosa del Sur,39346.0,2012
Bolívar,13744,Simití,19487.0,2012
Bolívar,13760,Soplaviento,8385.0,2012
Bolívar,13780,Talaigua Nuevo,11250.0,2012
Bolívar,13810,Tiquisio,20874.0,2012
Bolívar,13836,Turbaco,69228.0,2012
Bolívar,13838,Turbaná,14435.0,2012
Bolívar,13873,Villanueva,19010.0,2012
Bolívar,13894,Zambrano,11383.0,2012
Boyacá,15000,Boyacá,9944895.0,2012
Boyacá,15001,Tunja,177971.0,2012
Boyacá,15022,Almeida,1907.0,2012
Boyacá,15047,Aquitania,15733.0,2012
Boyacá,15051,Arcabuco,5230.0,2012
Boyacá,15087,Belén,7876.0,2012
Boyacá,15090,Berbeo,1926.0,2012
Boyacá,15092,Betéitiva,2199.0,2012
Boyacá,15097,Boavita,7585.0,2012
Boyacá,15104,Boyacá,4657.0,2012
Boyacá,15106,Briceño,2641.0,2012
Boyacá,15109,Buenavista,5823.0,2012
Boyacá,15114,Busbanzá,1064.0,2012
Boyacá,15131,Caldas,3770.0,2012
Boyacá,15135,Campohermoso,3917.0,2012
Boyacá,15162,Cerinza,3932.0,2012
Boyacá,15172,Chinavita,3606.0,2012
Boyacá,15176,Chiquinquirá,62453.0,2012
Boyacá,15180,Chiscas,4604.0,2012
Boyacá,15183,Chita,9917.0,2012
Boyacá,15185,Chitaraque,5991.0,2012
Boyacá,15187,Chivatá,5841.0,2012
Boyacá,15189,Ciénega,4924.0,2012
Boyacá,15204,Cómbita,14098.0,2012
Boyacá,15212,Coper,3824.0,2012
Boyacá,15215,Corrales,2350.0,2012
Boyacá,15218,Covarachía,3002.0,2012
Boyacá,15223,Cubará,6702.0,2012
Boyacá,15224,Cucaita,4658.0,2012
Boyacá,15226,Cuítiva,1944.0,2012
Boyacá,15232,Chíquiza,5659.0,2012
Boyacá,15236,Chivor,1915.0,2012
Boyacá,15238,Duitama,111367.0,2012
Boyacá,15244,El Cocuy,5345.0,2012
Boyacá,15248,El Espino,4153.0,2012
Boyacá,15272,Firavitoba,6035.0,2012
Boyacá,15276,Floresta,4649.0,2012
Boyacá,15293,Gachantivá,2782.0,2012
Boyacá,15296,Gameza,5095.0,2012
Boyacá,15299,Garagoa,16855.0,2012
Boyacá,15317,Guacamayas,1815.0,2012
Boyacá,15322,Guateque,9794.0,2012
Boyacá,15325,Guayatá,5490.0,2012
Boyacá,15332,Güicán,7212.0,2012
Boyacá,15362,Iza,2281.0,2012
Boyacá,15367,Jenesano,7587.0,2012
Boyacá,15368,Jericó,4223.0,2012
Boyacá,15377,Labranzagrande,5186.0,2012
Boyacá,15380,La Capilla,2715.0,2012
Boyacá,15401,La Victoria,1674.0,2012
Boyacá,15403,La Uvita,2824.0,2012
Boyacá,15407,Villa de Leyva,15027.0,2012
Boyacá,15425,Macanal,4796.0,2012
Boyacá,15442,Maripí,7609.0,2012
Boyacá,15455,Miraflores,9744.0,2012
Boyacá,15464,Mongua,4889.0,2012
Boyacá,15466,Monguí,4990.0,2012
Boyacá,15469,Moniquirá,21567.0,2012
Boyacá,15476,Motavita,7671.0,2012
Boyacá,15480,Muzo,9419.0,2012
Boyacá,15491,Nobsa,16002.0,2012
Boyacá,15494,Nuevo Colón,6436.0,2012
Boyacá,15500,Oicatá,2831.0,2012
Boyacá,15507,Otanche,10617.0,2012
Boyacá,15511,Pachavita,2675.0,2012
Boyacá,15514,Páez,3053.0,2012
Boyacá,15516,Paipa,29890.0,2012
Boyacá,15518,Pajarito,1898.0,2012
Boyacá,15522,Panqueba,1591.0,2012
Boyacá,15531,Pauna,10695.0,2012
Boyacá,15533,Paya,2586.0,2012
Boyacá,15537,Paz de Río,4858.0,2012
Boyacá,15542,Pesca,8543.0,2012
Boyacá,15550,Pisba,1395.0,2012
Boyacá,15572,Puerto Boyacá,53935.0,2012
Boyacá,15580,Quípama,8166.0,2012
Boyacá,15599,Ramiriquí,10255.0,2012
Boyacá,15600,Ráquira,13285.0,2012
Boyacá,15621,Rondón,2878.0,2012
Boyacá,15632,Saboyá,12564.0,2012
Boyacá,15638,Sáchica,3819.0,2012
Boyacá,15646,Samacá,19239.0,2012
Boyacá,15660,San Eduardo,1893.0,2012
Boyacá,15664,San José de Pare,5395.0,2012
Boyacá,15667,San Luis de Gaceno,5479.0,2012
Boyacá,15673,San Mateo,3987.0,2012
Boyacá,15676,San Miguel de Sema,4577.0,2012
Boyacá,15681,San Pablo de Borbur,10663.0,2012
Boyacá,15686,Santana,7749.0,2012
Boyacá,15690,Santa María,4168.0,2012
Boyacá,15693,Santa Rosa de Viterbo,13392.0,2012
Boyacá,15696,Santa Sofía,2828.0,2012
Boyacá,15720,Sativanorte,2463.0,2012
Boyacá,15723,Sativasur,1184.0,2012
Boyacá,15740,Siachoque,8950.0,2012
Boyacá,15753,Soatá,7834.0,2012
Boyacá,15755,Socotá,8757.0,2012
Boyacá,15757,Socha,7297.0,2012
Boyacá,15759,Sogamoso,114676.0,2012
Boyacá,15761,Somondoco,3858.0,2012
Boyacá,15762,Sora,3016.0,2012
Boyacá,15763,Sotaquirá,8090.0,2012
Boyacá,15764,Soracá,5529.0,2012
Boyacá,15774,Susacón,3266.0,2012
Boyacá,15776,Sutamarchán,5990.0,2012
Boyacá,15778,Sutatenza,4223.0,2012
Boyacá,15790,Tasco,6542.0,2012
Boyacá,15798,Tenza,4286.0,2012
Boyacá,15804,Tibaná,9356.0,2012
Boyacá,15806,Tibasosa,13662.0,2012
Boyacá,15808,Tinjacá,3017.0,2012
Boyacá,15810,Tipacoque,3409.0,2012
Boyacá,15814,Toca,10300.0,2012
Boyacá,15816,Togüí,5061.0,2012
Boyacá,15820,Tópaga,3694.0,2012
Boyacá,15822,Tota,5490.0,2012
Boyacá,15832,Tununguá,1771.0,2012
Boyacá,15835,Turmequé,6598.0,2012
Boyacá,15837,Tuta,9481.0,2012
Boyacá,15839,Tutazá,1997.0,2012
Boyacá,15842,Umbita,10298.0,2012
Boyacá,15861,Ventaquemada,15163.0,2012
Boyacá,15879,Viracachá,3298.0,2012
Boyacá,15897,Zetaquira,4722.0,2012
Caldas,17000,Caldas,9944895.0,2012
Caldas,17001,Manizales,391640.0,2012
Caldas,17013,Aguadas,22728.0,2012
Caldas,17042,Anserma,34175.0,2012
Caldas,17050,Aranzazu,11842.0,2012
Caldas,17088,Belalcázar,11161.0,2012
Caldas,17174,Chinchiná,52096.0,2012
Caldas,17272,Filadelfia,11537.0,2012
Caldas,17380,La Dorada,75804.0,2012
Caldas,17388,La Merced,5860.0,2012
Caldas,17433,Manzanares,23805.0,2012
Caldas,17442,Marmato,8906.0,2012
Caldas,17444,Marquetalia,14956.0,2012
Caldas,17446,Marulanda,3429.0,2012
Caldas,17486,Neira,29829.0,2012
Caldas,17495,Norcasia,6530.0,2012
Caldas,17513,Pácora,12843.0,2012
Caldas,17524,Palestina,17865.0,2012
Caldas,17541,Pensilvania,26380.0,2012
Caldas,17614,Riosucio,59340.0,2012
Caldas,17616,Risaralda,9914.0,2012
Caldas,17653,Salamina,17638.0,2012
Caldas,17662,Samaná,25750.0,2012
Caldas,17665,San José,7590.0,2012
Caldas,17777,Supía,26169.0,2012
Caldas,17867,Victoria,8675.0,2012
Caldas,17873,Villamaría,53142.0,2012
Caldas,17877,Viterbo,12603.0,2012
Caquetá,18000,Caquetá,9944895.0,2012
Caquetá,18001,Florencia,163354.0,2012
Caquetá,18029,Albania,6419.0,2012
Caquetá,18094,Belén de Los Andaquies,11381.0,2012
Caquetá,18150,Cartagena del Chairá,31908.0,2012
Caquetá,18205,Curillo,11517.0,2012
Caquetá,18247,El Doncello,21986.0,2012
Caquetá,18256,El Paujil,19365.0,2012
Caquetá,18410,La Montañita,23140.0,2012
Caquetá,18460,Milán,11660.0,2012
Caquetá,18479,Morelia,3757.0,2012
Caquetá,18592,Puerto Rico,33067.0,2012
Caquetá,18610,San José del Fragua,14611.0,2012
Caquetá,18753,San Vicente del Caguán,64409.0,2012
Caquetá,18756,Solano,22319.0,2012
Caquetá,18785,Solita,9149.0,2012
Caquetá,18860,Valparaíso,11473.0,2012
Cauca,19000,Cauca,9944895.0,2012
Cauca,19001,Popayán,270340.0,2012
Cauca,19022,Almaguer,21077.0,2012
Cauca,19050,Argelia,25983.0,2012
Cauca,19075,Balboa,24967.0,2012
Cauca,19100,Bolívar,44350.0,2012
Cauca,19110,Buenos Aires,30493.0,2012
Cauca,19130,Cajibío,36596.0,2012
Cauca,19137,Caldono,32365.0,2012
Cauca,19142,Caloto,17536.0,2012
Cauca,19212,Corinto,30705.0,2012
Cauca,19256,El Tambo,47053.0,2012
Cauca,19290,Florencia,6095.0,2012
Cauca,19300,Guachené,19696.0,2012
Cauca,19318,Guapi,29463.0,2012
Cauca,19355,Inzá,29512.0,2012
Cauca,19364,Jambaló,16574.0,2012
Cauca,19392,La Sierra,10707.0,2012
Cauca,19397,La Vega,43799.0,2012
Cauca,19418,López,19961.0,2012
Cauca,19450,Mercaderes,17937.0,2012
Cauca,19455,Miranda,37592.0,2012
Cauca,19473,Morales,25406.0,2012
Cauca,19513,Padilla,8010.0,2012
Cauca,19517,Paez,33904.0,2012
Cauca,19532,Patía,35216.0,2012
Cauca,19533,Piamonte,7241.0,2012
Cauca,19548,Piendamó,40558.0,2012
Cauca,19573,Puerto Tejada,45241.0,2012
Cauca,19585,Puracé,15213.0,2012
Cauca,19622,Rosas,13058.0,2012
Cauca,19693,San Sebastián,13559.0,2012
Cauca,19698,Santander de Quilichao,89267.0,2012
Cauca,19701,Santa Rosa,10182.0,2012
Cauca,19743,Silvia,31732.0,2012
Cauca,19760,Sotara,16548.0,2012
Cauca,19780,Suárez,18809.0,2012
Cauca,19785,Sucre,8888.0,2012
Cauca,19807,Timbío,32628.0,2012
Cauca,19809,Timbiquí,21285.0,2012
Cauca,19821,Toribio,28253.0,2012
Cauca,19824,Totoró,19247.0,2012
Cauca,19845,Villa Rica,15604.0,2012
Cesar,20000,Cesar,9944895.0,2012
Cesar,20001,Valledupar,423278.0,2012
Cesar,20011,Aguachica,89935.0,2012
Cesar,20013,Agustín Codazzi,51909.0,2012
Cesar,20032,Astrea,18982.0,2012
Cesar,20045,Becerril,13620.0,2012
Cesar,20060,Bosconia,35361.0,2012
Cesar,20175,Chimichagua,30830.0,2012
Cesar,20178,Chiriguaná,20439.0,2012
Cesar,20228,Curumaní,25348.0,2012
Cesar,20238,El Copey,26089.0,2012
Cesar,20250,El Paso,22273.0,2012
Cesar,20295,Gamarra,15991.0,2012
Cesar,20310,González,7621.0,2012
Cesar,20383,La Gloria,13448.0,2012
Cesar,20400,La Jagua de Ibirico,22206.0,2012
Cesar,20443,Manaure,13522.0,2012
Cesar,20517,Pailitas,16834.0,2012
Cesar,20550,Pelaya,17532.0,2012
Cesar,20570,Pueblo Bello,20677.0,2012
Cesar,20614,Río de Oro,14169.0,2012
Cesar,20621,La Paz,22612.0,2012
Cesar,20710,San Alberto,23224.0,2012
Cesar,20750,San Diego,13521.0,2012
Cesar,20770,San Martín,18213.0,2012
Cesar,20787,Tamalameque,13950.0,2012
Córdoba,23000,Córdoba,9944895.0,2012
Córdoba,23001,Montería,422198.0,2012
Córdoba,23068,Ayapel,48324.0,2012
Córdoba,23079,Buenavista,20809.0,2012
Córdoba,23090,Canalete,20131.0,2012
Córdoba,23162,Cereté,89245.0,2012
Córdoba,23168,Chimá,14601.0,2012
Córdoba,23182,Chinú,46739.0,2012
Córdoba,23189,Ciénaga de Oro,60674.0,2012
Córdoba,23300,Cotorra,15350.0,2012
Córdoba,23350,La Apartada,14403.0,2012
Córdoba,23417,Lorica,115808.0,2012
Córdoba,23419,Los Córdobas,21768.0,2012
Córdoba,23464,Momil,14540.0,2012
Córdoba,23466,Montelíbano,86524.0,2012
Córdoba,23500,Moñitos,26191.0,2012
Córdoba,23555,Planeta Rica,65502.0,2012
Córdoba,23570,Pueblo Nuevo,36287.0,2012
Córdoba,23574,Puerto Escondido,26652.0,2012
Córdoba,23580,Puerto Libertador,43287.0,2012
Córdoba,23586,Purísima,14947.0,2012
Córdoba,23660,Sahagún,89204.0,2012
Córdoba,23670,San Andrés Sotavento,39530.0,2012
Córdoba,23672,San Antero,29682.0,2012
Córdoba,23675,San Bernardo del Viento,33687.0,2012
Córdoba,23678,San Carlos,26002.0,2012
Córdoba,23682,San José de Uré,0.0,2012
Córdoba,23686,San Pelayo,42225.0,2012
Córdoba,23807,Tierralta,92948.0,2012
Córdoba,23815,Tuchín,35219.0,2012
Córdoba,23855,Valencia,40160.0,2012
Cundinamarca,25000,Cundinamarca,9944895.0,2012
Cundinamarca,25001,Agua de Dios,11258.0,2012
Cundinamarca,25019,Albán,5955.0,2012
Cundinamarca,25035,Anapoima,12731.0,2012
Cundinamarca,25040,Anolaima,12599.0,2012
Cundinamarca,25053,Arbeláez,12155.0,2012
Cundinamarca,25086,Beltrán,2110.0,2012
Cundinamarca,25095,Bituima,2559.0,2012
Cundinamarca,25099,Bojacá,10708.0,2012
Cundinamarca,25120,Cabrera,4560.0,2012
Cundinamarca,25123,Cachipay,9892.0,2012
Cundinamarca,25126,Cajicá,53397.0,2012
Cundinamarca,25148,Caparrapí,16636.0,2012
Cundinamarca,25151,Caqueza,16827.0,2012
Cundinamarca,25154,Carmen de Carupa,8885.0,2012
Cundinamarca,25168,Chaguaní,3999.0,2012
Cundinamarca,25175,Chía,117786.0,2012
Cundinamarca,25178,Chipaque,8399.0,2012
Cundinamarca,25181,Choachí,10891.0,2012
Cundinamarca,25183,Chocontá,23400.0,2012
Cundinamarca,25200,Cogua,21098.0,2012
Cundinamarca,25214,Cota,23385.0,2012
Cundinamarca,25224,Cucunubá,7351.0,2012
Cundinamarca,25245,El Colegio,21460.0,2012
Cundinamarca,25258,El Peñón,4846.0,2012
Cundinamarca,25260,El Rosal,16122.0,2012
Cundinamarca,25269,Facatativá,124779.0,2012
Cundinamarca,25279,Fomeque,12179.0,2012
Cundinamarca,25281,Fosca,7227.0,2012
Cundinamarca,25286,Funza,71172.0,2012
Cundinamarca,25288,Fúquene,5473.0,2012
Cundinamarca,25290,Fusagasugá,126691.0,2012
Cundinamarca,25293,Gachala,5765.0,2012
Cundinamarca,25295,Gachancipá,13312.0,2012
Cundinamarca,25297,Gachetá,10875.0,2012
Cundinamarca,25299,Gama,3952.0,2012
Cundinamarca,25307,Girardot,103175.0,2012
Cundinamarca,25312,Granada,8115.0,2012
Cundinamarca,25317,Guachetá,11424.0,2012
Cundinamarca,25320,Guaduas,36334.0,2012
Cundinamarca,25322,Guasca,14044.0,2012
Cundinamarca,25324,Guataquí,2579.0,2012
Cundinamarca,25326,Guatavita,6835.0,2012
Cundinamarca,25328,Guayabal de Siquima,3629.0,2012
Cundinamarca,25335,Guayabetal,4880.0,2012
Cundinamarca,25339,Gutiérrez,3892.0,2012
Cundinamarca,25368,Jerusalén,2689.0,2012
Cundinamarca,25372,Junín,8535.0,2012
Cundinamarca,25377,La Calera,26449.0,2012
Cundinamarca,25386,La Mesa,29997.0,2012
Cundinamarca,25394,La Palma,10472.0,2012
Cundinamarca,25398,La Peña,7015.0,2012
Cundinamarca,25402,La Vega,13953.0,2012
Cundinamarca,25407,Lenguazaque,10118.0,2012
Cundinamarca,25426,Macheta,6466.0,2012
Cundinamarca,25430,Madrid,73086.0,2012
Cundinamarca,25436,Manta,4676.0,2012
Cundinamarca,25438,Medina,10024.0,2012
Cundinamarca,25473,Mosquera,76652.0,2012
Cundinamarca,25483,Nariño,2163.0,2012
Cundinamarca,25486,Nemocón,12832.0,2012
Cundinamarca,25488,Nilo,17042.0,2012
Cundinamarca,25489,Nimaima,6299.0,2012
Cundinamarca,25491,Nocaima,7888.0,2012
Cundinamarca,25506,Venecia,4030.0,2012
Cundinamarca,25513,Pacho,26600.0,2012
Cundinamarca,25518,Paime,4754.0,2012
Cundinamarca,25524,Pandi,5595.0,2012
Cundinamarca,25530,Paratebueno,7639.0,2012
Cundinamarca,25535,Pasca,11870.0,2012
